date,unused_date,price,fluctuation,fluctuation_percent
26/02/2016,26/02/2016,"9.195,13",82.19,0.90%
25/02/2016,25/02/2016,"9.112,94",-93.23,-1.01%
24/02/2016,24/02/2016,"9.206,17",80.39,0.88%
23/02/2016,23/02/2016,"9.135,45",-9.67,-0.11%
22/02/2016,22/02/2016,"9.135,45",108.74,1.20%
21/02/2016,21/02/2016,"9.026,71",-0.45,0.00%
19/02/2016,19/02/2016,"9.027,16",10.11,0.11%
18/02/2016,18/02/2016,"9.017,05",91.14,1.02%
17/02/2016,17/02/2016,"8.925,91",-19.37,-0.22%
16/02/2016,16/02/2016,"8.945,28",49.64,0.56%
15/02/2016,15/02/2016,"8.895,64",-76.37,-0.85%
14/02/2016,14/02/2016,"8.972,01",41.51,0.46%
04/02/2016,04/02/2016,"8.930,50",74.57,0.84%
03/02/2016,03/02/2016,"8.855,93",22.81,0.26%
02/02/2016,02/02/2016,"8.833,12",-46.08,-0.52%
01/02/2016,01/02/2016,"8.879,20",-58.03,-0.65%
31/01/2016,31/01/2016,"8.937,23",-0.43,0.00%
29/01/2016,29/01/2016,"8.937,66",74.89,0.84%
28/01/2016,28/01/2016,"8.862,77",-33.79,-0.38%
27/01/2016,27/01/2016,"8.896,56",65.81,0.75%
26/01/2016,26/01/2016,"8.830,75",-116.26,-1.30%
25/01/2016,25/01/2016,"8.947,01",332.10,3.85%
24/01/2016,24/01/2016,"8.614,91",-0.42,0.00%
22/01/2016,22/01/2016,"8.615,33",13.83,0.16%
21/01/2016,21/01/2016,"8.601,50",-90.29,-1.04%
20/01/2016,20/01/2016,"8.691,79",-96.88,-1.10%
19/01/2016,19/01/2016,"8.788,67",145.08,1.68%
18/01/2016,18/01/2016,"8.643,59",-232.84,-2.62%
17/01/2016,17/01/2016,"8.876,43",-0.22,0.00%
15/01/2016,15/01/2016,"8.876,65",-214.06,-2.35%
14/01/2016,14/01/2016,"9.090,71",-151.07,-1.63%
13/01/2016,13/01/2016,"9.241,78",-60.18,-0.65%
12/01/2016,12/01/2016,"9.301,96",137.96,1.51%
11/01/2016,11/01/2016,"9.164,00",-36.06,-0.39%
10/01/2016,10/01/2016,"9.200,06",-0.45,0.00%
08/01/2016,08/01/2016,"9.200,51",-100.96,-1.09%
07/01/2016,07/01/2016,"9.301,47",-121.69,-1.29%
06/01/2016,06/01/2016,"9.423,16",101.64,1.09%
05/01/2016,05/01/2016,"9.321,52",-101.57,-1.08%
04/01/2016,04/01/2016,"9.423,09",-93.06,-0.99%
03/01/2016,03/01/2016,"9.516,15",-0.68,-0.01%
31/12/2015,31/12/2015,"9.516,83",13.33,0.14%
30/12/2015,30/12/2015,"9.503,50",86.69,0.91%
29/12/2015,29/12/2015,"9.416,81",99.96,1.06%
28/12/2015,28/12/2015,"9.316,85",77.07,0.83%
27/12/2015,27/12/2015,"9.239,78",-0.44,0.00%
25/12/2015,25/12/2015,"9.240,22",41.31,0.45%
24/12/2015,24/12/2015,"9.198,91",18.56,0.20%
23/12/2015,23/12/2015,"9.180,35",-21.72,-0.24%
22/12/2015,22/12/2015,"9.202,07",-13.41,-0.15%
21/12/2015,21/12/2015,"9.215,48",-19.11,-0.21%
20/12/2015,20/12/2015,"9.234,59",-0.44,0.00%
18/12/2015,18/12/2015,"9.235,03",-120.01,-1.30%
17/12/2015,17/12/2015,"9.355,04",39.61,0.42%
16/12/2015,16/12/2015,"9.315,43",26.32,0.28%
15/12/2015,15/12/2015,"9.289,11",44.67,0.48%
14/12/2015,14/12/2015,"9.244,44",21.59,0.23%
13/12/2015,13/12/2015,"9.222,85",-0.44,0.00%
11/12/2015,11/12/2015,"9.223,29",89.38,0.97%
10/12/2015,10/12/2015,"9.133,91",-31.55,-0.35%
09/12/2015,09/12/2015,"9.165,46",-165.61,-1.81%
08/12/2015,08/12/2015,"9.331,07",151.98,1.63%
07/12/2015,07/12/2015,"9.179,09",-118.49,-1.29%
06/12/2015,06/12/2015,"9.297,58",-0.46,0.00%
04/12/2015,04/12/2015,"9.298,04",-36.50,-0.39%
03/12/2015,03/12/2015,"9.334,54",21.28,0.23%
02/12/2015,02/12/2015,"9.313,26",77.71,0.83%
01/12/2015,01/12/2015,"9.235,55",-46.45,-0.50%
30/11/2015,30/11/2015,"9.282,00",-138.44,-1.49%
29/11/2015,29/11/2015,"9.420,44",-0.46,0.00%
27/11/2015,27/11/2015,"9.420,90",-119.02,-1.26%
26/11/2015,26/11/2015,"9.539,92",-74.14,-0.78%
25/11/2015,25/11/2015,"9.614,06",38.55,0.40%
24/11/2015,24/11/2015,"9.575,51",-107.48,-1.12%
23/11/2015,23/11/2015,"9.682,99",-67.70,-0.70%
22/11/2015,22/11/2015,"9.750,69",-0.48,0.00%
20/11/2015,20/11/2015,"9.751,17",33.39,0.34%
19/11/2015,19/11/2015,"9.717,78",-51.25,-0.53%
18/11/2015,18/11/2015,"9.769,03",-34.22,-0.35%
17/11/2015,17/11/2015,"9.803,25",-76.11,-0.78%
16/11/2015,16/11/2015,"9.879,36",-51.20,-0.52%
15/11/2015,15/11/2015,"9.930,56",-0.48,0.00%
13/11/2015,13/11/2015,"9.931,04",126.47,1.27%
12/11/2015,12/11/2015,"9.804,57",34.43,0.35%
11/11/2015,11/11/2015,"9.770,14",-29.78,-0.30%
10/11/2015,10/11/2015,"9.799,92",-78.11,-0.80%
09/11/2015,09/11/2015,"9.878,03",-51.54,-0.52%
08/11/2015,08/11/2015,"9.929,57",-0.48,0.00%
06/11/2015,06/11/2015,"9.930,05",-48.49,-0.49%
05/11/2015,05/11/2015,"9.978,54",69.28,0.69%
04/11/2015,04/11/2015,"9.909,26",-40.12,-0.40%
03/11/2015,03/11/2015,"9.949,38",173.94,1.75%
02/11/2015,02/11/2015,"9.775,44",-96.05,-0.98%
01/11/2015,01/11/2015,"9.871,49",-0.48,0.00%
30/10/2015,30/10/2015,"9.871,97",18.84,0.19%
29/10/2015,29/10/2015,"9.853,13",132.62,1.35%
28/10/2015,28/10/2015,"9.720,51",-30.62,-0.32%
27/10/2015,27/10/2015,"9.751,13",-10.40,-0.11%
26/10/2015,26/10/2015,"9.761,53",-61.98,-0.63%
25/10/2015,25/10/2015,"9.823,51",-0.48,0.00%
23/10/2015,23/10/2015,"9.823,99",100.16,1.02%
22/10/2015,22/10/2015,"9.723,83",88.89,0.91%
21/10/2015,21/10/2015,"9.634,94",-19.72,-0.20%
20/10/2015,20/10/2015,"9.654,66",-92.86,-0.96%
19/10/2015,19/10/2015,"9.747,52",25.72,0.26%
18/10/2015,18/10/2015,"9.721,80",-0.47,0.00%
16/10/2015,16/10/2015,"9.722,27",127.67,1.31%
15/10/2015,15/10/2015,"9.594,60",5.68,0.06%
14/10/2015,14/10/2015,"9.588,92",8.43,0.09%
13/10/2015,13/10/2015,"9.580,49",-40.29,-0.42%
12/10/2015,12/10/2015,"9.620,78",61.92,0.64%
11/10/2015,11/10/2015,"9.558,86",-0.46,0.00%
09/10/2015,09/10/2015,"9.559,32",11.38,0.12%
08/10/2015,08/10/2015,"9.547,94",106.60,1.12%
07/10/2015,07/10/2015,"9.441,34",-24.37,-0.26%
06/10/2015,06/10/2015,"9.465,71",175.81,1.86%
05/10/2015,05/10/2015,"9.289,90",125.61,1.35%
04/10/2015,04/10/2015,"9.164,29",-0.45,0.00%
02/10/2015,02/10/2015,"9.164,74",-25.30,-0.28%
01/10/2015,01/10/2015,"9.190,04",31.64,0.34%
30/09/2015,30/09/2015,"9.158,40",20.78,0.23%
29/09/2015,29/09/2015,"9.137,62",-54.54,-0.60%
28/09/2015,28/09/2015,"9.192,16",-89.72,-0.98%
27/09/2015,27/09/2015,"9.281,88",-0.46,0.00%
25/09/2015,25/09/2015,"9.282,34",-20.89,-0.23%
24/09/2015,24/09/2015,"9.303,23",-28.71,-0.31%
23/09/2015,23/09/2015,"9.331,94",-24.75,-0.27%
22/09/2015,22/09/2015,"9.356,69",36.29,0.39%
21/09/2015,21/09/2015,"9.320,40",121.16,1.30%
20/09/2015,20/09/2015,"9.199,24",-0.46,-0.01%
18/09/2015,18/09/2015,"9.199,70",94.95,1.03%
17/09/2015,17/09/2015,"9.104,75",-1.78,-0.02%
16/09/2015,16/09/2015,"9.106,53",82.18,0.90%
15/09/2015,15/09/2015,"9.024,35",-56.12,-0.62%
14/09/2015,14/09/2015,"9.080,47",-109.69,-1.21%
13/09/2015,13/09/2015,"9.190,16",-0.46,-0.01%
11/09/2015,11/09/2015,"9.190,62",-83.17,-0.90%
10/09/2015,10/09/2015,"9.273,79",13.06,0.14%
09/09/2015,09/09/2015,"9.260,73",68.07,0.74%
08/09/2015,08/09/2015,"9.192,66",145.49,1.58%
07/09/2015,07/09/2015,"9.047,17",-74.92,-0.83%
04/09/2015,04/09/2015,"9.122,09",50.07,0.55%
03/09/2015,03/09/2015,"9.072,02",-126.36,-1.39%
02/09/2015,02/09/2015,"9.198,38",-0.24,0.00%
01/09/2015,01/09/2015,"9.198,62",-41.33,-0.45%
31/08/2015,31/08/2015,"9.239,95",-182.23,-1.97%
30/08/2015,30/08/2015,"9.422,18",-0.51,-0.01%
28/08/2015,28/08/2015,"9.422,69",256.16,2.72%
27/08/2015,27/08/2015,"9.166,53",103.77,1.13%
26/08/2015,26/08/2015,"9.062,76",220.34,2.43%
25/08/2015,25/08/2015,"8.842,42",32.99,0.37%
24/08/2015,24/08/2015,"8.809,43",-453.24,-5.14%
23/08/2015,23/08/2015,"9.262,67",-0.53,-0.01%
21/08/2015,21/08/2015,"9.263,20",-160.48,-1.73%
20/08/2015,20/08/2015,"9.423,68",-166.62,-1.77%
19/08/2015,19/08/2015,"9.590,30",-31.65,-0.33%
18/08/2015,18/08/2015,"9.621,95",66.56,0.69%
17/08/2015,17/08/2015,"9.555,39",-179.22,-1.88%
16/08/2015,16/08/2015,"9.734,61",-0.55,-0.01%
14/08/2015,14/08/2015,"9.735,16",-60.57,-0.62%
13/08/2015,13/08/2015,"9.795,73",-156.62,-1.60%
12/08/2015,12/08/2015,"9.952,35",-163.82,-1.65%
11/08/2015,11/08/2015,"10.116,17",-8.49,-0.08%
10/08/2015,10/08/2015,"10.124,66",179.44,1.77%
07/08/2015,07/08/2015,"9.945,22",75.18,0.76%
06/08/2015,06/08/2015,"9.870,04",-90.27,-0.91%
05/08/2015,05/08/2015,"9.960,31",159.36,1.60%
04/08/2015,04/08/2015,"9.800,95",-87.44,-0.89%
03/08/2015,03/08/2015,"9.888,39",-162.97,-1.65%
02/08/2015,02/08/2015,"10.051,36",-0.59,-0.01%
31/07/2015,31/07/2015,"10.051,95",-67.83,-0.67%
30/07/2015,30/07/2015,"10.119,78",7.26,0.07%
29/07/2015,29/07/2015,"10.112,52",-131.60,-1.30%
28/07/2015,28/07/2015,"10.244,12",-87.05,-0.85%
27/07/2015,27/07/2015,"10.331,17",114.72,1.11%
26/07/2015,26/07/2015,"10.216,45",-0.60,-0.01%
24/07/2015,24/07/2015,"10.217,05",31.44,0.31%
23/07/2015,23/07/2015,"10.185,61",12.74,0.13%
22/07/2015,22/07/2015,"10.172,87",212.01,2.08%
21/07/2015,21/07/2015,"9.960,86",-40.10,-0.40%
20/07/2015,20/07/2015,"10.000,96",-103.05,-1.03%
19/07/2015,19/07/2015,"10.104,01",-0.58,-0.01%
17/07/2015,17/07/2015,"10.104,59",28.14,0.28%
16/07/2015,16/07/2015,"10.076,45",-37.92,-0.38%
15/07/2015,15/07/2015,"10.114,37",-92.54,-0.91%
14/07/2015,14/07/2015,"10.206,91",90.79,0.89%
13/07/2015,13/07/2015,"10.116,12",54.81,0.54%
12/07/2015,12/07/2015,"10.061,31",-0.57,-0.01%
10/07/2015,10/07/2015,"10.061,88",32.51,0.32%
09/07/2015,09/07/2015,"10.029,37",14.80,0.15%
08/07/2015,08/07/2015,"10.014,57",-116.51,-1.16%
07/07/2015,07/07/2015,"10.131,08",56.54,0.56%
06/07/2015,06/07/2015,"10.074,54",149.48,1.48%
05/07/2015,05/07/2015,"9.925,06",-0.56,-0.01%
03/07/2015,03/07/2015,"9.925,62",100.66,1.01%
02/07/2015,02/07/2015,"9.824,96",158.21,1.61%
01/07/2015,01/07/2015,"9.666,75",7.09,0.07%
30/06/2015,30/06/2015,"9.659,66",34.14,0.35%
29/06/2015,29/06/2015,"9.625,52",174.92,1.82%
28/06/2015,28/06/2015,"9.450,60",-0.56,-0.01%
26/06/2015,26/06/2015,"9.451,16",2.62,0.03%
25/06/2015,25/06/2015,"9.448,54",-19.38,-0.21%
24/06/2015,24/06/2015,"9.467,92",-56.60,-0.60%
23/06/2015,23/06/2015,"9.524,52",-8.25,-0.09%
22/06/2015,22/06/2015,"9.532,77",222.86,2.34%
18/06/2015,18/06/2015,"9.309,91",32.22,0.35%
17/06/2015,17/06/2015,"9.277,69",-42.21,-0.45%
16/06/2015,16/06/2015,"9.319,90",-55.52,-0.60%
15/06/2015,15/06/2015,"9.375,42",7.33,0.08%
14/06/2015,14/06/2015,"9.368,09",-0.56,-0.01%
12/06/2015,12/06/2015,"9.368,65",64.14,0.68%
11/06/2015,11/06/2015,"9.304,51",95.82,1.03%
10/06/2015,10/06/2015,"9.208,69",25.03,0.27%
09/06/2015,09/06/2015,"9.183,66",-17.35,-0.19%
08/06/2015,08/06/2015,"9.201,01",35.02,0.38%
07/06/2015,07/06/2015,"9.165,99",-0.55,-0.01%
05/06/2015,05/06/2015,"9.166,54",73.62,0.80%
04/06/2015,04/06/2015,"9.092,92",27.43,0.30%
03/06/2015,03/06/2015,"9.065,49",-40.82,-0.45%
02/06/2015,02/06/2015,"9.106,31",-75.92,-0.83%
01/06/2015,01/06/2015,"9.182,23",65.64,0.71%
31/05/2015,31/05/2015,"9.116,59",-0.55,-0.01%
29/05/2015,29/05/2015,"9.117,14",-77.26,-0.85%
28/05/2015,28/05/2015,"9.194,40",80.15,0.87%
27/05/2015,27/05/2015,"9.114,25",-21.23,-0.23%
26/05/2015,26/05/2015,"9.135,48",40.95,0.45%
25/05/2015,25/05/2015,"9.094,53",28.25,0.31%
24/05/2015,24/05/2015,"9.066,28",-0.55,-0.01%
22/05/2015,22/05/2015,"9.066,83",137.76,1.52%
21/05/2015,21/05/2015,"8.929,07",98.76,1.11%
20/05/2015,20/05/2015,"8.830,31",243.84,2.76%
19/05/2015,19/05/2015,"8.586,47",55.12,0.64%
18/05/2015,18/05/2015,"8.531,35",-137.04,-1.61%
17/05/2015,17/05/2015,"8.668,39",-0.53,-0.01%
15/05/2015,15/05/2015,"8.668,92",-121.72,-1.40%
14/05/2015,14/05/2015,"8.790,64",10.92,0.12%
13/05/2015,13/05/2015,"8.779,72",-28.54,-0.33%
12/05/2015,12/05/2015,"8.808,26",-130.38,-1.48%
11/05/2015,11/05/2015,"8.938,64",-54.22,-0.61%
10/05/2015,10/05/2015,"8.992,86",-0.54,-0.01%
08/05/2015,08/05/2015,"8.993,40",21.15,0.24%
07/05/2015,07/05/2015,"8.972,25",46.12,0.51%
06/05/2015,06/05/2015,"8.926,13",-89.52,-1.00%
05/05/2015,05/05/2015,"9.015,65",136.88,1.52%
04/05/2015,04/05/2015,"8.878,77",-252.29,-2.84%
27/04/2015,27/04/2015,"9.131,06",-45.53,-0.50%
26/04/2015,26/04/2015,"9.176,59",-0.55,-0.01%
24/04/2015,24/04/2015,"9.177,14",51.75,0.56%
23/04/2015,23/04/2015,"9.125,39",-20.05,-0.22%
22/04/2015,22/04/2015,"9.145,44",4.84,0.05%
21/04/2015,21/04/2015,"9.140,60",-33.35,-0.36%
20/04/2015,20/04/2015,"9.173,95",-50.20,-0.55%
19/04/2015,19/04/2015,"9.224,15",-0.59,-0.01%
17/04/2015,17/04/2015,"9.224,74",61.75,0.67%
16/04/2015,16/04/2015,"9.162,99",65.77,0.72%
15/04/2015,15/04/2015,"9.097,22",54.11,0.59%
14/04/2015,14/04/2015,"9.043,11",-39.07,-0.43%
13/04/2015,13/04/2015,"9.082,18",98.28,1.08%
12/04/2015,12/04/2015,"8.983,90",-0.34,0.00%
10/04/2015,10/04/2015,"8.984,24",76.14,0.85%
09/04/2015,09/04/2015,"8.908,10",36.59,0.41%
08/04/2015,08/04/2015,"8.871,51",-27.22,-0.31%
07/04/2015,07/04/2015,"8.898,73",76.19,0.86%
06/04/2015,06/04/2015,"8.822,54",-76.20,-0.86%
05/04/2015,05/04/2015,"8.898,74",-0.58,-0.01%
03/04/2015,03/04/2015,"8.899,32",23.34,0.26%
02/04/2015,02/04/2015,"8.875,98",101.77,1.15%
01/04/2015,01/04/2015,"8.774,21",-161.55,-1.84%
31/03/2015,31/03/2015,"8.935,76",51.38,0.57%
30/03/2015,30/03/2015,"8.884,38",-98.84,-1.11%
29/03/2015,29/03/2015,"8.983,22",-0.58,-0.01%
27/03/2015,27/03/2015,"8.983,80",-56.74,-0.63%
26/03/2015,26/03/2015,"9.040,54",-53.53,-0.59%
25/03/2015,25/03/2015,"9.094,07",-56.24,-0.62%
24/03/2015,24/03/2015,"9.150,31",-65.82,-0.72%
23/03/2015,23/03/2015,"9.216,13",-87.81,-0.95%
22/03/2015,22/03/2015,"9.303,94",-0.55,-0.01%
20/03/2015,20/03/2015,"9.304,49",37.15,0.40%
19/03/2015,19/03/2015,"9.267,34",-90.17,-0.97%
18/03/2015,18/03/2015,"9.357,51",-62.72,-0.67%
17/03/2015,17/03/2015,"9.420,23",8.97,0.10%
16/03/2015,16/03/2015,"9.411,26",-95.71,-1.02%
15/03/2015,15/03/2015,"9.506,97",-0.57,-0.01%
13/03/2015,13/03/2015,"9.507,54",-50.71,-0.53%
12/03/2015,12/03/2015,"9.558,25",14.40,0.15%
11/03/2015,11/03/2015,"9.543,85",-28.46,-0.30%
10/03/2015,10/03/2015,"9.572,31",3.15,0.03%
09/03/2015,09/03/2015,"9.569,16",-29.01,-0.30%
08/03/2015,08/03/2015,"9.598,17",-0.57,-0.01%
06/03/2015,06/03/2015,"9.598,74",-39.65,-0.41%
05/03/2015,05/03/2015,"9.638,39",-68.28,-0.71%
04/03/2015,04/03/2015,"9.706,67",36.91,0.38%
03/03/2015,03/03/2015,"9.669,76",156.61,1.62%
02/03/2015,02/03/2015,"9.513,15",-20.96,-0.22%
01/03/2015,01/03/2015,"9.534,11",-0.57,-0.01%
27/02/2015,27/02/2015,"9.534,68",-83.85,-0.88%
26/02/2015,26/02/2015,"9.618,53",67.30,0.70%
25/02/2015,25/02/2015,"9.551,23",-59.40,-0.62%
24/02/2015,24/02/2015,"9.610,63",106.46,1.11%
23/02/2015,23/02/2015,"9.504,17",-2.88,-0.03%
13/02/2015,13/02/2015,"9.507,05",58.62,0.62%
12/02/2015,12/02/2015,"9.448,43",98.01,1.04%
11/02/2015,11/02/2015,"9.350,42",180.89,1.93%
10/02/2015,10/02/2015,"9.169,53",11.06,0.12%
09/02/2015,09/02/2015,"9.158,47",-14.41,-0.16%
08/02/2015,08/02/2015,"9.172,88",-0.56,-0.01%
06/02/2015,06/02/2015,"9.173,44",67.18,0.73%
05/02/2015,05/02/2015,"9.106,26",42.35,0.47%
04/02/2015,04/02/2015,"9.063,91",51.17,0.56%
03/02/2015,03/02/2015,"9.012,74",-199.69,-2.22%
02/02/2015,02/02/2015,"9.212,43",-124.40,-1.35%
01/02/2015,01/02/2015,"9.336,83",-0.56,-0.01%
30/01/2015,30/01/2015,"9.337,39",-113.12,-1.21%
29/01/2015,29/01/2015,"9.450,51",5.35,0.06%
28/01/2015,28/01/2015,"9.445,16",52.51,0.56%
27/01/2015,27/01/2015,"9.392,65",-41.60,-0.44%
26/01/2015,26/01/2015,"9.434,25",-38.07,-0.40%
25/01/2015,25/01/2015,"9.472,32",-0.56,-0.01%
23/01/2015,23/01/2015,"9.472,88",42.75,0.45%
22/01/2015,22/01/2015,"9.430,13",34.71,0.37%
21/01/2015,21/01/2015,"9.395,42",-30.60,-0.33%
20/01/2015,20/01/2015,"9.426,02",-37.80,-0.40%
19/01/2015,19/01/2015,"9.463,82",-47.63,-0.50%
18/01/2015,18/01/2015,"9.511,45",-0.55,-0.01%
16/01/2015,16/01/2015,"9.512,00",-44.85,-0.47%
15/01/2015,15/01/2015,"9.556,85",11.62,0.12%
14/01/2015,14/01/2015,"9.545,23",-41.28,-0.43%
13/01/2015,13/01/2015,"9.586,51",57.09,0.60%
12/01/2015,12/01/2015,"9.529,42",-41.29,-0.43%
11/01/2015,11/01/2015,"9.570,71",-0.55,-0.01%
09/01/2015,09/01/2015,"9.571,26",179.62,1.88%
08/01/2015,08/01/2015,"9.391,64",-12.02,-0.13%
07/01/2015,07/01/2015,"9.403,66",19.67,0.21%
06/01/2015,06/01/2015,"9.383,99",104.00,1.11%
05/01/2015,05/01/2015,"9.279,99",-30.74,-0.33%
04/01/2015,04/01/2015,"9.310,73",-1.09,-0.01%
31/12/2014,31/12/2014,"9.311,82",159.27,1.71%
30/12/2014,30/12/2014,"9.152,55",119.36,1.30%
29/12/2014,29/12/2014,"9.033,19",15.97,0.18%
28/12/2014,28/12/2014,"9.017,22",-2.46,-0.03%
26/12/2014,26/12/2014,"9.019,68",-44.18,-0.49%
25/12/2014,25/12/2014,"9.063,86",-92.97,-1.03%
24/12/2014,24/12/2014,"9.156,83",23.72,0.26%
23/12/2014,23/12/2014,"9.133,11",31.45,0.34%
22/12/2014,22/12/2014,"9.101,66",261.67,2.87%
21/12/2014,21/12/2014,"8.839,99",-0.49,-0.01%
19/12/2014,19/12/2014,"8.840,48",-128.04,-1.45%
18/12/2014,18/12/2014,"8.968,52",140.37,1.57%
17/12/2014,17/12/2014,"8.828,15",-340.68,-3.86%
16/12/2014,16/12/2014,"9.168,83",-187.35,-2.04%
15/12/2014,15/12/2014,"9.356,18",-83.90,-0.90%
14/12/2014,14/12/2014,"9.440,08",-0.52,-0.01%
12/12/2014,12/12/2014,"9.440,60",69.85,0.74%
11/12/2014,11/12/2014,"9.370,75",-87.62,-0.94%
10/12/2014,10/12/2014,"9.458,37",106.62,1.13%
09/12/2014,09/12/2014,"9.351,75",-247.48,-2.65%
08/12/2014,08/12/2014,"9.599,23",-74.69,-0.78%
07/12/2014,07/12/2014,"9.673,92",-0.52,-0.01%
05/12/2014,05/12/2014,"9.674,44",5.13,0.05%
04/12/2014,04/12/2014,"9.669,31",77.40,0.80%
03/12/2014,03/12/2014,"9.591,91",88.31,0.92%
02/12/2014,02/12/2014,"9.503,60",-13.67,-0.14%
01/12/2014,01/12/2014,"9.517,27",50.66,0.53%
30/11/2014,30/11/2014,"9.466,61",-0.51,-0.01%
28/11/2014,28/11/2014,"9.467,12",-68.72,-0.73%
27/11/2014,27/11/2014,"9.535,84",-14.40,-0.15%
26/11/2014,26/11/2014,"9.550,24",-104.36,-1.09%
25/11/2014,25/11/2014,"9.654,60",104.94,1.09%
24/11/2014,24/11/2014,"9.549,66",-113.98,-1.19%
23/11/2014,23/11/2014,"9.663,64",-0.52,-0.01%
21/11/2014,21/11/2014,"9.664,16",-78.19,-0.81%
20/11/2014,20/11/2014,"9.742,35",79.14,0.81%
19/11/2014,19/11/2014,"9.663,21",-65.06,-0.67%
18/11/2014,18/11/2014,"9.728,27",-144.60,-1.49%
17/11/2014,17/11/2014,"9.872,87",-11.08,-0.11%
16/11/2014,16/11/2014,"9.883,95",-0.51,-0.01%
14/11/2014,14/11/2014,"9.884,46",-15.56,-0.16%
13/11/2014,13/11/2014,"9.900,02",-46.82,-0.47%
12/11/2014,12/11/2014,"9.946,84",-2.49,-0.03%
11/11/2014,11/11/2014,"9.949,33",-13.74,-0.14%
10/11/2014,10/11/2014,"9.963,07",0.93,0.01%
07/11/2014,07/11/2014,"9.962,14",80.19,0.80%
06/11/2014,06/11/2014,"9.881,95",-1.91,-0.02%
05/11/2014,05/11/2014,"9.883,86",-34.82,-0.35%
04/11/2014,04/11/2014,"9.918,68",-73.28,-0.74%
03/11/2014,03/11/2014,"9.991,96",90.00,0.90%
02/11/2014,02/11/2014,"9.901,96",177.88,1.80%
30/10/2014,30/10/2014,"9.724,08",-13.84,-0.14%
29/10/2014,29/10/2014,"9.737,92",160.29,1.65%
28/10/2014,28/10/2014,"9.577,63",59.07,0.62%
27/10/2014,27/10/2014,"9.518,56",-221.91,-2.33%
26/10/2014,26/10/2014,"9.740,47",-0.51,-0.01%
24/10/2014,24/10/2014,"9.740,98",-20.76,-0.21%
23/10/2014,23/10/2014,"9.761,74",-108.58,-1.11%
21/10/2014,21/10/2014,"9.870,32",62.24,0.63%
20/10/2014,20/10/2014,"9.720,36",50.89,0.52%
18/10/2014,18/10/2014,"9.669,47",-0.51,-0.01%
17/10/2014,17/10/2014,"9.669,98",15.33,0.16%
16/10/2014,16/10/2014,"9.654,65",-276.02,-2.86%
15/10/2014,15/10/2014,"9.930,67",6.67,0.07%
14/10/2014,14/10/2014,"9.924,00",-153.60,-1.55%
13/10/2014,13/10/2014,"10.077,60",-10.50,-0.10%
12/10/2014,12/10/2014,"10.088,10",-0.50,0.00%
10/10/2014,10/10/2014,"10.088,60",-83.36,-0.83%
09/10/2014,09/10/2014,"10.171,96",-28.88,-0.28%
08/10/2014,08/10/2014,"10.200,84",-2.94,-0.03%
07/10/2014,07/10/2014,"10.203,78",-50.73,-0.50%
06/10/2014,06/10/2014,"10.254,51",48.32,0.47%
03/10/2014,03/10/2014,"10.206,19",-6.30,-0.06%
02/10/2014,02/10/2014,"10.212,49",70.46,0.69%
01/10/2014,01/10/2014,"10.142,03",157.65,1.55%
30/09/2014,30/09/2014,"9.984,38",20.62,0.21%
29/09/2014,29/09/2014,"9.963,76",-77.24,-0.78%
28/09/2014,28/09/2014,"10.041,00",-1.35,-0.01%
26/09/2014,26/09/2014,"10.042,35",-53.33,-0.53%
25/09/2014,25/09/2014,"10.095,68",-26.24,-0.26%
